title,time,genre,rating,description,votes,directors,stars,year,gross
Class,98,Comedy,5.9,"A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected.",10807,['Lewis John Carlino'],"['Jacqueline Bisset', 'Rob Lowe', 'Andrew McCarthy', 'Cliff Robertson']",1983,
Class of 1984,98,Action,6.5,A new teacher at a troubled inner-city high school soon ends up clashing with the delinquent leader of a punk posse that runs the school.,11533,['Mark L. Lester'],"['Perry King', 'Merrie Lynn Ross', 'Timothy Van Patten', 'Roddy McDowall']",1982,
Clay Pigeons,104,Comedy,6.6,"After hearing that his wife sleeps with Clay, Earl kills himself, making it look like Clay shot him. The widow doesn't like it when Clay starts sees another woman instead. Bodies start piling up.",11498,['David Dobkin'],"['Joaquin Phoenix', 'Vince Vaughn', 'Janeane Garofalo', 'Gregory Sporleder']",1998,1790000.0
Cleaner,88,Crime,6.1,A former cop who now earns a wage as a crime scene cleaner unknowingly participates in a cover-up at his latest job.,41024,['Renny Harlin'],"['Samuel L. Jackson', 'Ed Harris', 'Eva Mendes', 'Luis Guzmán']",2007,
Cleanskin,108,Action,6.2,A British secret service agent is faced with the task of pursuing and eliminating a British-born suicide bomber and his terrorist cell.,20415,['Hadi Hajaig'],"['Sean Bean', 'Charlotte Rampling', 'Abhin Galeya', 'Tom Burke']",2012,
Clear and Present Danger,141,Action,6.9,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,97931,['Phillip Noyce'],"['Harrison Ford', 'Willem Dafoe', 'Anne Archer', 'Joaquim de Almeida']",1994,122190000.0
Cleopatra,192,Biography,7.0,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,32681,['Joseph L. Mankiewicz'],"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison', 'Pamela Brown']",1963,57780000.0
Clerks,92,Comedy,7.7,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",219653,['Kevin Smith'],"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']",1994,3150000.0
Clerks II,97,Comedy,7.3,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,134023,['Kevin Smith'],"[""Brian O'Halloran"", 'Jeff Anderson', 'Rosario Dawson', 'Jason Mewes']",2006,24150000.0
Click,107,Comedy,6.4,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,324763,['Frank Coraci'],"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff']",2006,137360000.0
Cliffhanger,113,Action,6.5,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,128162,['Renny Harlin'],"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner']",1993,84050000.0
Clifford the Big Red Dog,96,Adventure,5.9,A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.,11353,['Walt Becker'],"['Darby Camp', 'Jack Whitehall', 'Izaac Wang', 'John Cleese']",2021,
Climax,97,Drama,6.9,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",65024,['Gaspar Noé'],"['Sofia Boutella', 'Romain Guillermic', 'Souheila Yacoub', 'Kiddy Smile']",2018,800000.0
Clockers,128,Crime,6.9,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",22142,['Spike Lee'],"['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer']",1995,13040000.0
Clockstoppers,94,Action,5.2,A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.,14184,['Jonathan Frakes'],"['Jesse Bradford', 'French Stewart', 'Paula Garcés', 'Michael Biehn']",2002,36990000.0
Clockwise,96,Comedy,6.6,An obsessively punctual comprehensive school headmaster sets out to give an important speech at the annual Headmasters' Conference.,12705,['Christopher Morahan'],"['John Cleese', 'Penny Leatherbarrow', 'Howard Lloyd-Lewis', 'Jonathan Bowater']",1986,1480000.0
Close,94,Action,5.7,A female bodyguard is hired to protect an heiress on the run from assassins.,24420,['Vicky Jewson'],"['Noomi Rapace', 'Olivia Jewson', 'Abdellatif Chaouqi', 'Sophie Nélisse']",2019,
Close Encounters of the Third Kind,138,Drama,7.6,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",197944,['Steven Spielberg'],"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon']",1977,132090000.0
Closed Circuit,96,Crime,6.2,A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,22470,['John Crowley'],"['Eric Bana', 'Rebecca Hall', 'Jim Broadbent', 'Ciarán Hinds']",2013,5730000.0
Closer,104,Drama,7.2,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,215453,['Mike Nichols'],"['Natalie Portman', 'Jude Law', 'Clive Owen', 'Julia Roberts']",2004,33990000.0
Cloud Atlas,172,Drama,7.4,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",359218,"['Tom Tykwer', 'Lana Wachowski', 'Lilly Wachowski']","['Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']",2012,27110000.0
Clouds of Sils Maria,124,Drama,6.7,A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.,29434,['Olivier Assayas'],"['Juliette Binoche', 'Kristen Stewart', 'Chloë Grace Moretz', 'Lars Eidinger']",2014,1810000.0
Cloudy with a Chance of Meatballs,90,Animation,6.9,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",225827,"['Phil Lord', 'Christopher Miller']","['Anna Faris', 'Bill Hader', 'Bruce Campbell', 'James Caan']",2009,124870000.0
Cloudy with a Chance of Meatballs 2,95,Animation,6.3,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",100462,"['Cody Cameron', 'Kris Pearn']","['Bill Hader', 'Anna Faris', 'Will Forte', 'Neil Patrick Harris']",2013,119790000.0
Cloverfield,85,Action,7.0,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,392377,['Matt Reeves'],"['Mike Vogel', 'Jessica Lucas', 'Lizzy Caplan', 'T.J. Miller']",2008,80050000.0
Clown,100,Horror,5.7,"A loving father finds a clown suit for his son's birthday party, only to realize that it's cursed.",23871,['Jon Watts'],"['Andy Powers', 'Laura Allen', 'Peter Stormare', 'Christian Distefano']",2014,60000.0
Club Dread,104,Comedy,5.6,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,29696,['Jay Chandrasekhar'],"['Jay Chandrasekhar', 'Bill Paxton', 'Kevin Heffernan', 'Elena Lyons']",2004,4990000.0
Clue,94,Comedy,7.2,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up.",94444,['Jonathan Lynn'],"['Eileen Brennan', 'Tim Curry', 'Madeline Kahn', 'Christopher Lloyd']",1985,14640000.0
Clueless,97,Comedy,6.9,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",208155,['Amy Heckerling'],"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd']",1995,56630000.0
Cléo de 5 à 7,90,Comedy,7.9,"Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.",21407,['Agnès Varda'],"['Corinne Marchand', 'Antoine Bourseiller', 'Dominique Davray', 'Dorothée Blanck']",1962,
Coach Carter,136,Biography,7.3,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,143645,['Thomas Carter'],"['Samuel L. Jackson', 'Rick Gonzalez', ""Robert Ri'chard"", 'Rob Brown']",2005,67260000.0
Coal Miner's Daughter,124,Biography,7.5,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",18437,['Michael Apted'],"['Sissy Spacek', 'Tommy Lee Jones', 'Levon Helm', 'Phyllis Boyens-Liptak']",1980,67180000.0
Cobra,87,Action,5.8,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.,72171,['George P. Cosmatos'],"['Sylvester Stallone', 'Brigitte Nielsen', 'Reni Santoni', 'Andrew Robinson']",1986,49040000.0
Cockneys vs Zombies,88,Action,5.9,A gang of bank robbers fight their way out of a zombie-infested London.,19327,['Matthias Hoene'],"['Rasmus Hardiker', 'Harry Treadaway', 'Michelle Ryan', 'Ashley Thomas']",2012,
Cocktail,104,Comedy,5.9,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,84113,['Roger Donaldson'],"['Tom Cruise', 'Bryan Brown', 'Elisabeth Shue', 'Lisa Banes']",1988,78220000.0
Cocktail,146,Comedy,6.2,"A love triangle between a guy and two girls, who are best friends but the complete opposite of one another.",14032,['Homi Adajania'],"['Saif Ali Khan', 'Deepika Padukone', 'Diana Penty', 'Dimple Kapadia']",2012,1030000.0
Coco,105,Animation,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",475179,"['Lee Unkrich', 'Adrian Molina']","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach']",2017,209730000.0
Coco avant Chanel,105,Biography,6.6,The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world.,40385,['Anne Fontaine'],"['Audrey Tautou', 'Benoît Poelvoorde', 'Alessandro Nivola', 'Marie Gillain']",2009,6110000.0
Cocoon,117,Comedy,6.7,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",62543,['Ron Howard'],"['Don Ameche', 'Wilford Brimley', 'Hume Cronyn', 'Brian Dennehy']",1985,76110000.0
Cocoon: The Return,116,Adventure,5.4,"The seniors return to Earth to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to stay back on Earth?",16357,['Daniel Petrie'],"['Don Ameche', 'Wilford Brimley', 'Courteney Cox', 'Hume Cronyn']",1988,18920000.0
Code 46,93,Drama,6.1,"A futuristic Brief Encounter (1945), this is a love story in which the romance is doomed by genetic incompatibility.",20560,['Michael Winterbottom'],"['Tim Robbins', 'Samantha Morton', 'Om Puri', 'Togo Igawa']",2003,200000.0
Code 8,98,Action,6.1,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,39187,['Jeff Chan'],"['Kari Matchett', 'Robbie Amell', 'Penny Eizenga', 'Lawrence Bayne']",2019,
Code Name: The Cleaner,84,Action,4.6,"An amnesiac wakes up in a hotel room next to a dead FBI agent and $250,000. Is the sexy lady in the lobby his wife? Is he a spy or a cleaner?",11706,['Les Mayfield'],"['Cedric the Entertainer', 'Lucy Liu', 'Nicollette Sheridan', 'Mark Dacascos']",2007,8100000.0
Code inconnu: Récit incomplet de divers voyages,118,Drama,7.1,"A young man harasses a homeless woman, another man protests, the police arrest both and the woman has to leave the country. What were their various story-lines leading up to this event?",13615,['Michael Haneke'],"['Juliette Binoche', 'Thierry Neuvic', 'Josef Bierbichler', 'Alexandre Hamidi']",2000,100000.0
Coffee & Kareem,88,Action,5.1,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",13464,['Michael Dowse'],"['Ed Helms', 'Taraji P. Henson', 'Terrence Little Gardenhigh', 'Betty Gilpin']",2020,
Coffee and Cigarettes,95,Comedy,7.0,A series of vignettes that all have coffee and cigarettes in common.,62941,['Jim Jarmusch'],"['Bill Murray', 'Tom Waits', 'Roberto Benigni', 'RZA']",2003,1970000.0
Coffy,90,Action,6.8,A sexy black nurse takes vigilante justice against inner-city drug dealers after her sister becomes their latest victim.,11225,['Jack Hill'],"['Pam Grier', 'Booker Bradshaw', 'Robert DoQui', 'William Elliott']",1973,
Coherence,89,Drama,7.2,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,123631,['James Ward Byrkit'],"['Emily Baldoni', 'Maury Sterling', 'Nicholas Brendon', 'Elizabeth Gracen']",2013,70000.0
Cold Creek Manor,118,Drama,5.0,"A family relocates from the city to a dilapidated house in the country that was once a grand estate. As they begin renovations, they discover their new home harbors a secret and may not be completely free of its former inhabitant.",22639,['Mike Figgis'],"['Dennis Quaid', 'Sharon Stone', 'Stephen Dorff', 'Juliette Lewis']",2003,21380000.0
Cold Mountain,154,Adventure,7.2,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",147357,['Anthony Minghella'],"['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins']",2003,95640000.0
Cold Pursuit,119,Action,6.2,A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.,67647,['Hans Petter Moland'],"['Liam Neeson', 'Laura Dern', 'Micheál Richardson', 'Michael Eklund']",2019,32140000.0
Cold Skin,108,Action,6.0,A young man arrives at a remote island to take a post of weather observer only to find himself defending the watchtower from deadly creatures which live in the island shores.,15370,['Xavier Gens'],"['Ray Stevenson', 'David Oakes', 'Aura Garrido', 'Winslow M. Iwaki']",2017,
